,sigma8,Omega_cdm,Omega_b,h,n_s,tau
30660,0.80507003,0.27192913,0.049910684,0.668743,0.95951017,0.043370514
30661,0.81089489,0.28084454,0.050391311,0.66127776,0.95588952,0.045397239
30662,0.81202512,0.28309677,0.050668591,0.65995711,0.95505155,0.045782848
30663,0.81445936,0.28195918,0.050635255,0.660566,0.95519929,0.051444599
30664,0.81783441,0.28217487,0.050655097,0.6602806,0.95445165,0.056842973
30665,0.81792754,0.28343326,0.050786875,0.65943148,0.9540434,0.056303951
30666,0.81995077,0.28083557,0.050497629,0.66140745,0.95387953,0.058518575
30667,0.82000246,0.28197258,0.050587261,0.66052981,0.95323183,0.057807355
30668,0.81783341,0.27802416,0.050408189,0.66389488,0.95402556,0.057122044
30669,0.82074582,0.26868457,0.049562972,0.67096928,0.96061731,0.067935052
30670,0.81316196,0.26996713,0.049652909,0.6691904,0.96051972,0.061727656
30671,0.81221604,0.26558702,0.049242936,0.67264172,0.96236887,0.063668913
30672,0.81214659,0.26550254,0.049222635,0.67265707,0.96251779,0.063478012
30673,0.80964951,0.25998919,0.04884029,0.67743516,0.96248374,0.063688413
30674,0.81192155,0.26460958,0.049089497,0.67406731,0.96057086,0.059603848
30675,0.81195857,0.26475078,0.049100815,0.67395378,0.96042754,0.059577879
30676,0.8105306,0.2653405,0.049311544,0.67392963,0.95771653,0.050822594
30677,0.81439281,0.26705425,0.049738167,0.67297381,0.95773889,0.054377322
30678,0.81770526,0.26320813,0.049345246,0.67605244,0.96239798,0.060602387
30679,0.81716019,0.26402114,0.049423885,0.67542444,0.96208517,0.061049889
30680,0.81720134,0.26245543,0.049340607,0.6767432,0.96244511,0.062392453
30681,0.81077757,0.26914103,0.049992556,0.67168618,0.95791336,0.049381704
30682,0.80225597,0.26792397,0.049567031,0.67114125,0.95893096,0.044000563
30683,0.80436497,0.2680166,0.049576565,0.67103631,0.95896505,0.045103368
30684,0.80480709,0.26738442,0.049581052,0.67187603,0.9594202,0.045251262
30685,0.8073061,0.27091476,0.049869027,0.66890189,0.95676068,0.047361474
30686,0.81331156,0.27042117,0.049850364,0.66967114,0.95767464,0.053020745
30687,0.81578069,0.27429649,0.050202595,0.66638564,0.95540701,0.053027794
30688,0.81759943,0.27325399,0.050210392,0.66713506,0.95602771,0.057556854
30689,0.81823335,0.27238213,0.050146643,0.6677607,0.95712199,0.058180335
30690,0.81239694,0.27450008,0.050269718,0.6654872,0.95671601,0.054219046
30691,0.81848282,0.27281517,0.050029079,0.66638938,0.95883749,0.063514892
30692,0.8095581,0.26412468,0.04946033,0.67356175,0.96062878,0.056184915
30693,0.80941755,0.26438229,0.049483143,0.67332643,0.96014198,0.05601057
30694,0.80763967,0.26186972,0.049020991,0.67514802,0.95998462,0.055624613
30695,0.80590995,0.25801066,0.048752117,0.67848404,0.96196053,0.055950294
30696,0.80835951,0.25970571,0.048834981,0.67655487,0.96308444,0.058540897
30697,0.80902875,0.26784911,0.049325902,0.66974286,0.95755581,0.053797605
30698,0.81080053,0.27383161,0.049990601,0.66553961,0.95539997,0.051839502
30699,0.80958076,0.2723887,0.049721075,0.66712499,0.95747265,0.051253597
30700,0.79985552,0.26350479,0.049151126,0.67393507,0.95919931,0.048049878
