,sigma8,Omega_cdm,Omega_b,h,n_s
10482,0.8087469,0.2596244856519249,0.048893911717872926,0.6773682,0.9660632
10483,0.809581,0.2589776611704656,0.048930107772395835,0.6781982000000001,0.9656331
10484,0.801788,0.2628218821677213,0.04925856347525679,0.6755127000000001,0.9644167
10485,0.8027645,0.2632169403930538,0.04928822821158837,0.6752197,0.964125
10486,0.798975,0.26124882602783905,0.048924538123166696,0.6763916000000001,0.9620912
10487,0.8106157,0.26271137181468623,0.04921375434735021,0.6757080000000001,0.9625547
10488,0.8067579,0.2586371886238462,0.04882997953309812,0.678833,0.9660724
10489,0.806094,0.25909290773473037,0.048898088228615015,0.6784912,0.9659361
10490,0.8117581,0.26389093853156087,0.04920661902626528,0.6745361,0.9686421
10491,0.8039169,0.2580673307296137,0.04863685940111974,0.6788818000000001,0.9704906
10492,0.8097344,0.25462307836826714,0.04846835455910782,0.6814697,0.9671921
10493,0.8108048,0.2550227047024103,0.048419690271855734,0.6807861,0.9679847
10494,0.809538,0.25591413539642854,0.04852407809032446,0.6799071999999999,0.9673636
10495,0.8141856,0.25696838027865776,0.048639228018691756,0.6792235999999999,0.9674095
10496,0.8112566,0.25648111358173586,0.04846829933065247,0.6791748,0.9712798
10497,0.8102221,0.2556709793511701,0.048536078266947766,0.6804443,0.9734841
10498,0.8107303,0.2621247489912468,0.04917132315364988,0.6751221,0.9707825
10499,0.8096118,0.26258253309385804,0.0492154391740318,0.674585,0.9705733
10500,0.8093385,0.2626350530725089,0.04923424967684566,0.674585,0.9702918
10501,0.8077578,0.2630925255574565,0.04924627688573202,0.6742919999999999,0.9695803
10502,0.8110652,0.26113436558441316,0.04902694943822175,0.6759033,0.9717756
10503,0.8113457,0.26099905555057495,0.048984890858881316,0.6760986,0.9704388
10504,0.8113953,0.26099577405981444,0.048987647311120104,0.6760986,0.9704322
10505,0.8106363,0.2600789100140467,0.04891617621568879,0.6769286999999999,0.9704014
10506,0.8105562,0.25854392101134954,0.048759372861642024,0.6781982000000001,0.9713464
10507,0.802306,0.25754716369187636,0.0487166818367498,0.6790282999999999,0.9681743
10508,0.8022789,0.2559426762946739,0.04860816832854152,0.6803955,0.9694335
10509,0.8079285,0.2536805682211322,0.04834646095956282,0.6824463000000001,0.9713868
10510,0.8079821,0.25600174292801847,0.0486107779151167,0.680835,0.9730025
10511,0.8080271,0.2551748507129919,0.04855255860348372,0.6816162,0.9743386
10512,0.8190458,0.26262320788846816,0.04936906726727876,0.6764893,0.9688812
10513,0.8228706,0.2661826977812993,0.049530374124511195,0.6732666,0.9689268
10514,0.8113522,0.2725425046931848,0.05007312517585595,0.6680419999999999,0.9636906
10515,0.806482,0.27192271458497874,0.050008815790080416,0.6680419999999999,0.9628312
10516,0.8064829,0.27189403304707194,0.05000850208575955,0.6680419999999999,0.9629709
10517,0.8055972,0.2716562998523242,0.04998059650998357,0.6682372999999999,0.9629895
10518,0.8051473,0.26460642847793736,0.049398767235125825,0.6734130999999999,0.9688949
10519,0.8035107,0.2644860465381376,0.04935259412670922,0.6735595999999999,0.9688358
10520,0.8019533,0.2603974648513846,0.048978687438362895,0.6766357000000001,0.9707524
10521,0.8011988,0.26091364676666395,0.04889971387260001,0.6757568,0.9700026
10522,0.8109802,0.2606937342915148,0.048808536613722156,0.6764893,0.9666657
10523,0.8191405,0.2611887568611406,0.04893679449393629,0.6762939,0.9670819
10524,0.8183102,0.2608382341597685,0.04888457074114654,0.6766357000000001,0.9678751
10525,0.8152592,0.2592067174261546,0.048681156111181366,0.6780029000000001,0.9674919
10526,0.8153023,0.2589092759889287,0.04869380723721927,0.6783446999999999,0.9676679
10527,0.817035,0.26030315099336465,0.04878534073831005,0.6774169999999999,0.9673
10528,0.8144729,0.2596183444702118,0.048692481092912965,0.6781494000000001,0.9667106
10529,0.8155915,0.26211579072222524,0.04887079954562495,0.6762451,0.9643129
10530,0.8146266,0.26652660374336057,0.049405411735821934,0.6730225,0.9619487
10531,0.8117854,0.269512124696546,0.049895634319828124,0.6699463,0.967053
10532,0.816527,0.2670513722087739,0.049753049937074134,0.6718017999999999,0.9689865
10533,0.816355,0.26661144805186443,0.049694131422531186,0.6720946999999999,0.969341
10534,0.8224504,0.26542833540150224,0.049674471185696685,0.6735595999999999,0.9716276
10535,0.8235236,0.26582369470166933,0.049705094298968425,0.6731689,0.9710527
10536,0.8192708,0.26513946834306373,0.049637170362557374,0.6733642999999999,0.9723544
10537,0.8200208,0.26531489045610174,0.04965910692433886,0.6732178000000001,0.9725773
10538,0.8197335,0.265331995062828,0.049611200266374375,0.6729248,0.9719767
10539,0.82899,0.2683547039379427,0.04993994491413141,0.6716553000000001,0.9703456
10540,0.8268667,0.2616513907920913,0.04917429157992442,0.6775146,0.9683921
10541,0.8263413,0.2605279067088549,0.04911525856160553,0.6783936,0.9684601
10542,0.8254692,0.26029451979825474,0.049081382724181916,0.67854,0.968987
10543,0.8215344,0.25580083102081463,0.048758703809414425,0.6821533,0.970697
10544,0.8190694,0.25551420766262994,0.04878620670656997,0.6822998,0.9666086
10545,0.8136016,0.2553902425860904,0.0486612573310685,0.6820068,0.9667297
